os	device_type	device_score	device_cpu	ip_domain	 Native视频发流切片时长 
Android	rmx3710	75	mt6768	South_Asia	56568.61667
Android	24048rn6cg	65		Africa	56546.41667
Android	sm-g986b	87	samsung exynos 990  exynos990	Europe	56460.36667
Android	mi pad 4 plus	86		China_Mainland	56447.38333
Android	sm-a245n	77	helio g99	East_Asia	56440.26667
Android	tecno kf7j	72	helio g70	Africa	56432.98333
Android	cph2359	86	mediatek 1300	India	56319.48333
Android	v2110	69		South_Asia	56168.91667
Android	infinix x6525d	69	unisoc t606	Middle_East	56140.58333
Android	aln-al00	90	kirin 9000S	China_Mainland	56115.1
Android	vivo 1726	69	"MT6762V/CB, mt6762"	South_Asia	56095.3
iOS	"iPhone14,3"	-1		Middle_East	56037.81667
Android	sm-a556e	71	", s5e8845"	South_Asia	56010.71667
Android	moto e20	70	unisoc ums9230 ums9230_4h10_go	South_America	55977.13333
Android	bah3-an10	84		China_Mainland	55929.41667
Android	2109119dg	85	qualcomm 778g	South_America	55874.56667
Android	i2306	79	mediatek mt6835  mt6835	India	55832.1
Android	2201117ti	83	qualcomm 680	India	55815.43333
Android	rmx3939	68		South_Asia	55806.06667
Android	cph2725	82	qcom	South_Asia	55797.28333
Android	25028pc03i	76	spreadtrum ums9230e  serenity	India	55782
iOS	"iPhone17,1"	-1		China_Mainland	55765.23333
Android	23124ra7eo	81	qualcomm 680	Middle_East	55755.26667
iOS	"iPhone15,2"	96		India	55740.8
Android	21061119al	74	helio p65	South_America	55733.93333
Android	cga-w00	93		China_Mainland	55732.26667
Android	itel a667lp	65	", s9863a_A667LP_go"	South_Asia	55679.1
Android	ana-an00	84		China_Mainland	55673.18333
Android	p40uch	75		China_Mainland	55652.01667
Android	infinix x657b	68	helio a20	South_Asia	55649.38333
Android	2409brn2cg	74	helio p65	Africa	55621.81667
Android	nic-lx3	75	helio p65	South_America	55615.98333
Android	rmx3381	80	mediatek 810	India	55535.06667
Android	v2521	82	qualcomm 4 Gen 2	India	55529.55
Android	rmx3760	74	Unisoc T612	South_Asia	55527
Android	infinix x6525b	75		South_Asia	55516.15
Android	sm-f766n	92	samsung s5e9955  s5e9955	East_Asia	55505.63333
Android	redmi note 8 pro	77	helio g90t	South_Asia	55496.76667
Android	vivo 1915	72		South_Asia	55490.55
Android	cph1923	68	helio a25	South_Asia	55471.68333
Android	v2310	74	helio p65	India	55430.11667
Android	z30 pro	69	"MT6762V/WD, mt6765"	South_Asia	55367.01667
Android	2310fpca4i	74	helio p65	India	55352.21667
Android	sm-m127g	80	", exynos850"	South_Asia	55336.8
iOS	"iPhone12,3"	-1		East_Asia	55329.75
Android	cph2343	89		South_Asia	55326.55
Android	v2058	75	helio p65	South_Asia	55319.11667
Android	v2315	75		India	55287.85
Android	sm-m346b	84	exynos 1280	India	55178.11667
Android	els-an00	88	kirin 990	China_Mainland	55176
Android	2311drk48g	89	mediatek 8300	Middle_East	55133.73333
Android	2209116ag	83	qualcomm 730	Middle_East	55092.85
Android	cls-al00	71		China_Mainland	55089.71667
Android	tecno kj6	78	helio g99	South_Asia	55086.05
Android	cph2525	85	qualcomm 778g	India	55083.75
Android	infinix x6870	75	", mt6878"	India	55059.23333
Android	v2336	89	", qcom"	India	54968.95
Android	rmx3890	81	qualcomm 680	South_Asia	54968.15
iOS	"iPhone12,1"	-1		China_Mainland	54956.48333
Android	rmx3491	83	qualcomm 680	South_Asia	54918.08333
